"name","Radius","Period","Discovery_method","star_mass","star_radius","star_temperature"
"KOI-1843.03",0.054,0.1768913,"transit",0.46,0.45,3584
"KOI-1843.01",0.114,4.194525,"transit",0.46,0.45,3584
"KOI-1843.02",0.071,6.356006,"transit",0.46,0.45,3584
"Kepler-9 b",0.84,19.22418,"transit",1.07,1.02,5777
"Kepler-9 c",0.82,39.03106,"transit",1.07,1.02,5777
"Kepler-9 d",0.147,1.592851,"transit",1.07,1.02,5777
"Kepler-566 b",0.192,18.42794624,"transit",0.83,0.79,5132
"Kepler-1343 b",0.172,3.35183158,"transit",0.95,0.93,5759
"Kepler-1011 b",0.256,5.75322197,"transit",0.91,0.88,5416
"WASP-82 b",1.67,2.705782,"transit",1.63,2.18,6490
"Gliese 1214 b",0.2525,1.58040417,"transit",0.176,0.2213,3250
"Kepler-153 b",0.2661,18.870227,"transit",0.82,0.892,5404
"Kepler-153 c",0.23056,46.90232,"transit",0.82,0.892,5404
"Kepler-1368 b",0.147,0.67564949,"transit",1.07,1.08,5906
"Kepler-1111 b",0.178,8.79617863,"transit",1.1,1.15,6077
"Kepler-1289 b",0.136,7.99019627,"transit",1.1,1.17,6080
"Kepler-431 b",0.0682,6.803,"transit",1.071,1.092,6004
"Kepler-431 c",0.0596,8.703,"transit",1.071,1.092,6004
"Kepler-431 d",0.099,11.922,"transit",1.071,1.092,6004
"Kepler-131 b",0.219624,16.092,"transit",1.02,1.03,5685
"Kepler-131 c",0.076549,25.5169,"transit",1.02,1.03,5685
"Kepler-548 b",1.07,4.45419434,"transit",0.93,0.9,5535
"CoRoT-24 b",0.33,5.1134,"transit",0.91,0.86,4950
"CoRoT-24 c",0.44,11.759,"transit",0.91,0.86,4950
"Kepler-1105 b",0.179,4.42157218,"transit",0.71,0.68,4299
"Kepler-211 c",0.11756,6.04045,"transit",0.914,0.816,5123
"Kepler-211 b",0.11482,4.138575,"transit",0.914,0.816,5123
"Kepler-294 c",0.24696,6.6264,"transit",0.994,0.976,5913
"Kepler-294 b",0.1613,3.701212,"transit",0.994,0.976,5913
"Kepler-257 c",0.49301,6.581484,"transit",0.74,1.037,5180
"Kepler-257 b",0.23785,2.382667,"transit",0.74,1.037,5180
"Kepler-257 d",0.45109,24.664551,"transit",0.74,1.037,5180
"Kepler-214 c",0.19411,28.7798,"transit",1.15,1.352,6169
"Kepler-214 b",0.23785,15.660544,"transit",1.15,1.352,6169
"Kepler-1112 b",0.269,14.36267939,"transit",1.34,1.54,6496
"Kepler-130 c",0.25608,27.508653,"transit",0.965,1.127,5884
"Kepler-130 b",0.09295,8.457458,"transit",0.965,1.127,5884
"Kepler-130 d",0.14945,87.517905,"transit",0.965,1.127,5884
"WASP-108 b",1.284,2.6755463,"transit",1.167,1.215,6000
"K2-34 b",1.35,2.995607,"transit",1.281,1.526,6132
"Kepler-815 b",0.367,8.57503552,"transit",1.25,3.42,5028
"Kepler-1145 b",0.125,3.97076766,"transit",0.79,0.75,5064
"Kepler-1575 b",0.117,2.55314213,"transit",0.95,0.92,5667
"Kepler-1380 b",0.128,10.3108245,"transit",0.96,0.94,5570
"Kepler-189 c",0.21689,20.134866,"transit",0.824,0.75,5235
"Kepler-189 b",0.11027,10.399931,"transit",0.824,0.75,5235
"Kepler-327 b",0.10115,2.549575,"transit",0.547,0.492,3799
"Kepler-327 d",0.15766,13.969457,"transit",0.547,0.492,3799
"Kepler-327 c",0.09386,5.212333,"transit",0.547,0.492,3799
"Kepler-1071 b",0.212,6.1799844,"transit",0.86,0.81,5215
"Kepler-101 b",0.515,3.4876812,"transit",1.17,1.56,5667
"Kepler-101 c",0.112,6.02976,"transit",1.17,1.56,5667
"Kepler-156 c",0.23238,15.906801,"transit",0.737,0.807,5094
"Kepler-156 b",0.2096,4.973456,"transit",0.737,0.807,5094
"Kepler-827 b",0.502,51.92927591,"transit",0.93,0.91,5602
"Kepler-344 b",0.23785,21.963945,"transit",0.93,0.976,5774
"Kepler-344 c",0.26883,125.596809,"transit",0.93,0.976,5774
"Kepler-859 b",0.276,20.38177573,"transit",0.81,0.77,5020
"Kepler-227 b",0.28342,9.488015,"transit",0.92,1.091,5854
"Kepler-227 c",0.27704,54.418694,"transit",0.92,1.091,5854
"Kepler-843 b",0.231,2.05387982,"transit",1.02,1.03,5830
"Kepler-404 b",0.11574,11.829851,"transit",0.925,0.884,5654
"Kepler-404 c",0.15674,14.751166,"transit",0.925,0.884,5654
"Kepler-1483 b",0.136,9.5085156,"transit",1.25,1.4,6337
"Kepler-1314 b",0.456,5.42474928,"transit",0.6,0.59,4188
"Kepler-1099 b",0.252,2.16845259,"transit",1.01,1,5837
"HATS-28 b",1.194,3.1810781,"transit",0.929,0.922,5498
"Kepler-1187 b",0.233,18.87064068,"transit",1.06,1.09,5975
"Kepler-1612 b",0.092,3.91795101,"transit",0.96,0.94,5643
"Kepler-761 b",0.181,10.12804789,"transit",0.95,0.93,5706
"Kepler-1417 b",0.089,20.3505213,"transit",1.02,1.02,5839
"Kepler-695 b",0.822,3.04033042,"transit",0.84,0.8,5181
"Kepler-409 b",0.108445,68.9584,"transit",0.92,0.89,5460
"OGLE-TR-10 b",1.72,3.10129,"transit",1.277,1.52,6075
"Kepler-128 b",0.10298,15.09,"transit",1.17,1.55,6090
"Kepler-128 c",0.10298,22.804,"transit",1.17,1.55,6090
"WASP-11 b",1.045,3.722469,"transit",0.82,0.81,4974
"Kepler-834 b",0.18,13.32388301,"transit",0.7,0.66,4554
"HATS-18 b",1.337,0.8378434,"transit",1.037,1.02,5600
"Kepler-654 b",0.185,13.72465129,"transit",1.04,1.11,5865
"KELT-16 b",1.415,0.9689951,"transit",1.211,1.36,6236
"Kepler-603 b",0.236,21.05358596,"transit",1.01,1.01,5808
"Kepler-603 c",0.58,127.9075774,"transit",1.01,1.01,5808
"Kepler-603 d",0.118,6.2171292,"transit",1.01,1.01,5808
"Kepler-579 b",0.178,9.66857723,"transit",0.99,0.96,5636
"HD 106315 b",0.199,9.5521,"Others",1.07,1.18,6290
"HD 106315 c",0.352,21.0576,"Others",1.07,1.18,6290
"Kepler-1049 b",0.085,3.27346074,"transit",0.51,0.49,3864
"EPIC 206011691 b",0.142,9.32414,"transit",0.64,0.6,4043
"EPIC 206011691 c",0.171,15.5012,"transit",0.64,0.6,4043
"Kepler-794 b",0.188,11.13125132,"transit",1.19,1.38,5839
"Kepler-756 b",0.1,1.22486632,"transit",0.82,0.79,5282
"Kepler-784 b",0.141,31.5922646,"transit",1,1.32,5674
"WASP-62 b",1.39,4.411953,"transit",1.25,1.28,6230
"Kepler-150 c",0.33627,7.381998,"transit",0.97,0.939,5560
"Kepler-150 d",0.25425,12.56093,"transit",0.97,0.939,5560
"Kepler-150 e",0.28433,30.826557,"transit",0.97,0.939,5560
"Kepler-150 b",0.11391,3.428054,"transit",0.97,0.939,5560
"Kepler-663 b",0.232,4.99678284,"transit",0.86,0.82,5264
"WASP-14 b",1.281,2.2437661,"transit",1.211,1.306,6462
"Kepler-708 b",0.261,3.16789194,"transit",0.97,0.96,5692
"WASP-127 b",1.37,4.178062,"transit",1.08,1.39,5620
"Kepler-699 b",1.259,27.80756293,"transit",0.81,0.78,5330
"Kepler-791 b",0.272,14.5539759,"transit",1.3,1.47,6383
"Kepler-173 c",0.22145,8.005777,"transit",1.06,0.949,6031
"Kepler-173 b",0.11756,4.263742,"transit",1.06,0.949,6031
"Kepler-611 b",0.147,2.4370333,"transit",1.01,1.01,5761
"KOI-1299 b",1.12,52.50097,"transit",1.353,4.16,4850
"Kepler-260 b",0.18317,8.187399,"transit",0.9,0.862,5250
"Kepler-260 c",0.15857,76.050178,"transit",0.9,0.862,5250
"Kepler-906 b",0.188,41.6979976,"transit",1.06,1.02,6035
"KELT-10 b",1.399,4.166286,"transit",1.112,1.209,5948
"Kepler-504 b",0.142,9.54927542,"transit",0.33,0.33,3519
"Kepler-864 b",0.214,5.83376092,"transit",1,1,5754
"Kepler-247 c",0.37272,9.439452,"transit",0.773,0.768,5100
"Kepler-247 d",0.35905,20.477912,"transit",0.773,0.768,5100
"Kepler-247 b",0.14945,3.33616,"transit",0.773,0.768,5100
"Kepler-942 b",0.19,44.96417488,"transit",0.81,0.75,4861
"Kepler-166 b",0.20687,7.650254,"transit",0.879,0.742,5413
"Kepler-166 c",0.21689,34.260281,"transit",0.879,0.742,5413
"Kepler-166 d",0.154,1.55400393,"transit",0.879,0.742,5413
"Kepler-819 b",0.246,33.1995648,"transit",0.86,0.81,5279
"Kepler-554 b",0.383,1.90220856,"transit",0.93,0.92,5447
"Kepler-8 b",1.42,3.52254,"transit",1.13,1.45,6251
"HAT-P-56 b",1.466,2.7908327,"transit",1.296,1.428,6566
"Kepler-266 b",0.226,6.61833,"transit",1.06,1.028,5885
"Kepler-266 c",0.3545,107.723601,"transit",1.06,1.028,5885
"Kepler-920 b",0.216,6.53192704,"transit",0.89,0.85,5403
"Kepler-920 c",0.339,100.8274113,"transit",0.89,0.85,5403
"Kepler-890 b",0.793,52.75875577,"transit",1.09,1.13,5954
"Kepler-213 b",0.14763,2.46236,"transit",0.976,1.195,5696
"Kepler-213 c",0.21324,4.822962,"transit",0.976,1.195,5696
"WASP-49 b",1.115,2.7817387,"transit",0.938,0.976,5600
"Kepler-44 b",1.09,3.2467293,"transit",1.12,1.35,5800
"Kepler-1043 b",0.227,38.5053398,"transit",0.92,0.9,5629
"Kepler-1306 b",0.17,16.29595382,"transit",0.98,0.97,5727
"Kepler-821 b",0.117,1.92279873,"transit",0.84,0.8,5191
"Kepler-242 b",0.23785,8.20395,"transit",0.72,0.85,5020
"Kepler-242 c",0.18226,14.496481,"transit",0.72,0.85,5020
"Kepler-518 b",0.188,8.51203588,"transit",0.96,0.88,5842
"Kepler-1069 b",0.143,23.8990296,"transit",0.99,0.98,5722
"Kepler-1475 b",0.261,82.177374,"transit",1.18,1.28,6214
"Kepler-706 b",1.175,41.40831347,"transit",0.87,0.84,5394
"Kepler-170 b",0.29162,7.930592,"transit",1.089,1.035,5679
"Kepler-170 c",0.26063,16.665863,"transit",1.089,1.035,5679
"Kepler-1065 b",0.333,3.60930891,"transit",0.94,0.93,5635
"Kepler-1065 c",0.143,2.37030743,"transit",0.94,0.93,5635
"CVSO 30 b",1.91,0.448413,"transit",0.39,1.39,3740
"Kepler-725 b",0.948,39.64317811,"transit",0.88,0.84,5363
"Kepler-1394 b",0.124,3.93766373,"transit",1.64,2.55,6481
"Kepler-795 b",0.15,29.6193421,"transit",0.94,0.96,5631
"Kepler-94 b",0.319867,2.50806,"transit",0.81,0.76,4781
"Kepler-1329 b",0.194,9.33646594,"transit",0.72,0.69,4500
"Kepler-918 b",0.155,4.85386933,"transit",1.11,1.14,6028
"Kepler-1326 b",0.373,42.3514267,"transit",1.45,1.74,6725
"Kepler-924 b",0.274,61.0370117,"transit",1.14,1.23,6167
"Kepler-1255 b",0.207,36.2919336,"transit",1.08,1.12,6018
"EPIC 211990866 b",0.31,1.673916,"Others",1.18,1.19,6120
"EPIC 201828749 b",0.353,33.51569,"transit",0.74,0.71,5552
"Kepler-728 b",0.298,5.74347727,"transit",0.95,0.93,5660
"wasp-92 b",1.461,2.1746742,"transit",1.19,1.341,6280
"Kepler-968 b",0.178,3.69298373,"transit",0.76,0.7,4598
"Kepler-968 c",0.151,5.70940492,"transit",0.76,0.7,4598
"Kepler-1085 b",0.644,219.3217528,"transit",1.11,1.14,6000
"Kepler-709 b",0.261,16.08524954,"transit",0.8,0.77,5071
"Kepler-1639 b",0.23,9.878482,"transit",1.12,1.18,6150
"Kepler-1256 b",0.133,12.4127754,"transit",1.17,1.36,6129
"Kepler-977 b",0.234,26.85328322,"transit",0.87,0.83,5315
"Kepler-951 b",0.499,71.52530845,"transit",0.77,0.73,4834
"CoRoT-21 b",1.3,2.72474,"transit",1.29,1.945,6200
"Kepler-395 c",0.12029,34.989262,"transit",0.547,0.556,4262
"Kepler-395 b",0.09386,7.054346,"transit",0.547,0.556,4262
"Kepler-805 b",0.258,30.8638931,"transit",1.19,1.65,6112
"EPIC 201855371 b",0.205,17.96753,"transit",0.71,0.66,4320
"Kepler-626 b",0.204,14.48585199,"transit",1.01,1.05,5813
"WASP-33 b",1.438,1.21986967,"transit",1.495,1.444,7400
"Kepler-1037 b",0.114,1.06378867,"transit",0.82,0.78,5105
"Kepler-568 b",0.202,11.02347475,"transit",0.55,0.53,3768
"Kepler-91 b",1.4,6.24668005,"transit",1.31,6.3,4550
"Kepler-1346 b",0.141,3.40165668,"transit",1.14,1.21,6133
"EPIC 201403446 b",0.188,19.15344,"transit",1.01,1.12,6445
"Kepler-277 b",0.2661,17.324,"transit",1.19,1.65,5946
"Kepler-277 c",0.3062,33.006,"transit",1.19,1.65,5946
"Kepler-1273 b",0.222,28.625653,"transit",0.94,0.91,5566
"Kepler-58 b",0.25699,10.218558,"transit",1.04,1.127,6099
"Kepler-58 c",0.24241,54.155743,"transit",1.04,1.127,6099
"Kepler-58 d",0.26792,40.101371,"transit",1.04,1.127,6099
"Kepler-1166 b",0.151,33.2406882,"transit",0.9,0.86,5446
"Kepler-245 b",0.2342,7.49019,"transit",0.777,0.795,5100
"Kepler-245 d",0.27612,36.277108,"transit",0.777,0.795,5100
"Kepler-245 c",0.19866,17.460812,"transit",0.777,0.795,5100
"Kepler-245 e",0.156,3.21982106,"transit",0.777,0.795,5100
"Kepler-1073 b",0.205,8.67888593,"transit",1,1,5792
"Kepler-1073 c",0.146,4.02582254,"transit",1,1,5792
"Kepler-559 b",0.322,17.58752333,"transit",0.96,0.95,5630
"Kepler-782 b",0.286,158.6853308,"transit",0.98,1.01,5867
"Kepler-1629 b",0.069,3.87595807,"transit",1.01,1.01,5776
"Kepler-1016 b",0.194,1.95452434,"transit",0.99,1,5821
"Kepler-1016 c",0.328,105.6551369,"transit",0.99,1,5821
"WASP-13 b",1.407,4.3530135,"transit",1.187,1.559,5989
"Kepler-210 c",0.436,7.9725,"transit",0.612,0.65,4559
"Kepler-210 b",0.3419,2.4532,"transit",0.612,0.65,4559
"Kepler-1110 b",0.237,9.69312032,"transit",0.73,0.7,4781
"WASP-135 b",1.3,1.4013794,"transit",0.98,0.96,5675
"Kepler-532 b",0.229,12.92491623,"transit",0.87,0.79,5192
"Kepler-1390 b",0.105,6.48021673,"transit",0.98,0.98,5753
"Kepler-891 b",0.572,53.44945593,"transit",1.06,1.07,5887
"Kepler-1402 b",0.068,2.03387914,"transit",0.9,0.87,5416
"Kepler-1182 b",0.215,11.17394617,"transit",1.04,1.05,5924
"Kepler-45 b",0.96,2.455239,"transit",0.59,0.55,3820
"Kepler-1490 b",0.271,92.4362973,"transit",0.9,0.87,5515
"WASP-121 b",1.807,1.2749255,"transit",1.353,1.458,6459
"Kepler-25 b",0.2411,6.2385369,"transit",1.26,1.34,6354
"Kepler-25 c",0.4598,12.7203678,"transit",1.26,1.34,6354
"WASP-70 A b",1.164,3.7130203,"transit",1.106,1.215,5700
"WTS-1 b",1.49,3.35,"transit",1.2,1.15,6250
"CoRoT-2 b",1.465,1.7429964,"transit",0.97,0.902,5575
"Kepler-894 b",0.248,9.803224,"transit",0.87,0.85,5603
"Kepler-295 b",0.11118,12.645164,"transit",0.885,0.898,5603
"Kepler-295 c",0.10662,21.526258,"transit",0.885,0.898,5603
"Kepler-295 d",0.12394,33.884054,"transit",0.885,0.898,5603
"XO-5 b",1.03,4.1877537,"transit",0.88,1.06,5510
"EPIC 201367065 b",0.194,10.05449,"transit",0.6,0.56,3896
"EPIC 201367065 c",0.165,24.64354,"transit",0.6,0.56,3896
"EPIC 201367065 d",0.135,44.55983,"transit",0.6,0.56,3896
"Kepler-1093 b",0.174,25.0824626,"transit",1.13,1.2,6166
"Kepler-1093 c",0.175,89.722292,"transit",1.13,1.2,6166
"Kepler-1632 b",0.22,448.303558,"transit",1.12,1.19,6137
"Kepler-1407 b",0.201,20.0711504,"transit",1.1,1.15,6010
"Kepler-229 c",0.44836,16.068638,"transit",0.794,0.728,5120
"Kepler-229 d",0.35085,41.194912,"transit",0.794,0.728,5120
"Kepler-229 b",0.20049,6.252972,"transit",0.794,0.728,5120
"Kepler-997 b",0.121,2.70730672,"transit",1.22,1.56,6150
"Kepler-241 b",0.21233,12.718092,"transit",0.671,0.668,4699
"Kepler-241 c",0.2342,36.065978,"transit",0.671,0.668,4699
"Qatar-2 b",1.144,1.3371182,"transit",0.74,0.713,4645
"Kepler-1214 b",0.211,18.82634264,"transit",0.85,0.8,5130
"Kepler-102 e",0.202309,16.1457,"transit",0.8,0.74,4903
"Kepler-102 d",0.107534,10.3117,"transit",0.8,0.74,4903
"Kepler-102 f",0.080195,27.4536,"transit",0.8,0.74,4903
"Kepler-102 c",0.052856,7.07142,"transit",0.8,0.74,4903
"Kepler-102 b",0.042831,5.28696,"transit",0.8,0.74,4903
"HAT-P-37 b",1.178,2.797436,"transit",0.929,0.877,5500
"EPIC 218916923 b",0.812,28.38229,"Others",0.918,0.86,5287
"WASP-8 b",1.038,8.158715,"transit",1.033,0.953,5600
"HAT-P-29 b",1.107,5.72318,"transit",1.207,1.224,6087
"WASP-140 b",1.44,2.2359835,"transit",0.9,0.87,5260
"Kepler-677 b",0.48,6.57531678,"transit",1,0.99,5723
"Kepler-1362 b",0.232,136.205626,"transit",0.8,0.74,4857
"Kepler-1609 b",0.198,114.34219,"transit",1.18,1.27,6132
"Kepler-434 b",1.13,12.8747099,"transit",1.198,1.38,5970
"Kepler-1534 b",0.169,5.71668872,"transit",0.9,0.86,5442
"Kepler-1484 b",0.188,30.4549136,"transit",0.94,0.92,5730
"Kepler-1584 b",0.144,13.3997099,"transit",1.1,1.13,6069
"Kepler-203 b",0.2342,3.162697,"transit",1.01,1.114,5821
"Kepler-203 c",0.22509,5.370647,"transit",1.01,1.114,5821
"Kepler-203 d",0.13123,11.32972,"transit",1.01,1.114,5821
"Kepler-847 b",0.105,2.3432319,"transit",0.83,0.77,4940
"HAT-P-22 b",1.08,3.21222,"transit",0.916,1.04,5302
"Kepler-1028 b",0.119,2.51462432,"transit",0.9,0.87,5522
"Kepler-261 b",0.19866,10.381227,"transit",0.876,0.794,5098
"Kepler-261 c",0.18226,24.570858,"transit",0.876,0.794,5098
"HATS-10 b",0.969,3.312846,"transit",1.101,1.105,5880
"KIC 8012732 b",0.87,431.4681,"transit",0.92,1.22,6221
"KIC 8540376 b",0.366,31.8099,"transit",1.035,1.26,6474
"KIC 8540376 c",0.214,75.2,"transit",1.035,1.26,6474
"Kepler-833 b",0.18,18.7546998,"transit",0.64,0.62,4339
"HATS-5 b",0.912,4.763387,"transit",0.936,0.871,5304
"Kepler-52 c",0.15583,16.384888,"transit",0.577,0.556,4263
"Kepler-52 b",0.21324,7.877407,"transit",0.577,0.556,4263
"Kepler-52 d",0.1777,36.445171,"transit",0.577,0.556,4263
"KOI-206 b",1.45,5.33408384,"transit",1.46,2.26,6340
"Kepler-753 b",0.17,5.74772501,"transit",0.68,0.65,4346
"WASP-98 b",1.1,2.96264,"transit",0.69,0.7,5525
"TrES-4 A b",1.838,3.55392771,"transit",1.45,1.81,6295
"HD 17156 b",1.095,21.2163979,"transit",1.275,1.508,6079
"WASP-31 b",1.537,3.405909,"transit",1.16,1.24,6200
"Kepler-903 b",0.179,10.3507721,"transit",0.98,0.97,5682
"Kepler-903 c",0.226,62.9228557,"transit",0.98,0.97,5682
"WASP-23 b",0.962,2.9444256,"transit",0.78,0.765,5150
"Kepler-595 b",0.34,25.30292332,"transit",0.87,0.83,5247
"Kepler-1319 b",0.12,2.88676265,"transit",0.56,0.54,3655
"CoRoT-26 b",1.26,4.20474,"transit",1.09,1.79,5590
"WASP-87 b",1.385,1.682795,"transit",1.204,1.627,6450
"Kepler-838 b",0.244,15.74957994,"transit",0.98,0.96,5770
"Kepler-488 b",1.409,3.12082923,"transit",1.07,1.09,5970
"EPIC 201338508 c",0.202,10.93241,"transit",0.61,0.57,3930
"EPIC 201338508 b",0.17,5.73594,"transit",0.61,0.57,3930
"Kepler-591 b",0.302,81.1694299,"transit",0.97,0.94,5677
"Kepler-682 b",0.658,12.61190667,"transit",0.92,0.89,5559
"Kepler-1215 b",0.109,4.76703963,"transit",0.95,0.93,5616
"Kepler-470 b",1.288,24.66919569,"transit",1.4,1.66,6613
"HATS-31 b",1.64,3.37796,"transit",1.275,1.87,6050
"Kepler-54 b",0.18864,8.01026,"transit",0.514,0.554,4252
"Kepler-54 c",0.15948,12.072389,"transit",0.514,0.554,4252
"Kepler-54 d",0.13943,20.995694,"transit",0.514,0.554,4252
"Kepler-880 b",0.237,7.71468975,"transit",1.46,1.74,6761
"Mercury",0.034901518,87.97,"Others",1,1,5778
"Venus",0.08656491,224.7,"Others",1,1,5778
"Earth",0.091130294,365.2422,"Others",1,1,5778
"Mars",0.048489079,686.98,"Others",1,1,5778
"Jupiter",1,4332.82,"Others",1,1,5778
"Saturn",0.832944,10755.67,"Others",1,1,5778
"Uranus",0.362775,30687.153,"Others",1,1,5778
"Neptune",0.35221925,60190.03,"Others",1,1,5778
"Pluto",0.0164379,90553.02,"Others",1,1,5778
"WASP-35 b",1.32,3.161575,"transit",1.07,1.09,5990
"HR 8799 b",0.7,166510,"imaging",1.516,1.44,7193
"HR 8799 c",1,83255,"imaging",1.516,1.44,7193
"HR 8799 d",1.1,41628,"imaging",1.516,1.44,7193
"HR 8799 e",1,20816,"imaging",1.516,1.44,7193
"Kepler-519 b",0.187,24.3078946,"transit",0.89,0.8,5260
"Kepler-714 b",0.863,8.09888799,"transit",1.09,1.12,5995
"Kepler-790 b",0.194,13.73469807,"transit",0.84,0.8,5208
"Kepler-1502 b",0.284,41.7083629,"transit",1.44,1.72,6666
"Kepler-500 b",0.23,8.5083244,"transit",1.02,1.03,5813
"Kepler-1048 b",0.144,6.92101021,"transit",0.75,0.7,4651
"Kepler-1545 b",0.241,163.692349,"transit",0.84,0.8,5201
"Kepler-484 b",0.203,10.04556931,"transit",0.96,0.87,5668
"Kepler-149 b",0.38366,29.198943,"transit",0.909,0.953,5381
"Kepler-149 d",0.36088,160.018032,"transit",0.909,0.953,5381
"Kepler-149 c",0.14672,55.328328,"transit",0.909,0.953,5381
"Kepler-546 b",0.624,4.14702026,"transit",1.11,1.15,5967
"Kepler-1027 b",0.079,1.9078052,"transit",0.91,0.82,5436
"Kepler-1174 b",0.142,6.89225223,"transit",1.04,1.04,5936
"Kepler-188 c",0.29071,5.996553,"transit",1.01,1.141,6021
"Kepler-188 b",0.1531,2.061897,"transit",1.01,1.141,6021
"HAT-P-36 b",1.264,1.327,"transit",1.022,1.096,5580
"Kepler-1050 b",0.143,15.3787546,"transit",1.09,1.13,6010
"Kepler-1050 c",0.132,21.1284569,"transit",1.09,1.13,6010
"Kepler-1114 b",0.12,14.97435694,"transit",0.87,0.83,5374
"Kepler-1482 b",0.09,12.25383217,"transit",0.88,0.84,5381
"Kepler-15 b",0.96,4.942782,"transit",1,0.98,5514
"Kepler-697 b",0.368,3.70987065,"transit",0.92,0.88,5513
"Kepler-1520 b",0.515,0.65355357,"transit",0.76,0.71,4677
"Kepler-994 b",0.143,1.15116651,"transit",0.56,0.54,3934
"Kepler-1308 b",0.046,2.10433812,"transit",0.35,0.34,3468
"Kepler-216 c",0.27704,17.406669,"transit",1.129,1.26,6091
"Kepler-216 b",0.21416,7.693641,"transit",1.129,1.26,6091
"Kepler-1527 b",0.426,160.129918,"transit",1.21,1.32,6224
"Kepler-1400 b",0.145,9.06689421,"transit",0.83,0.78,5044
"Kepler-1406 b",0.098,11.62905828,"transit",1.05,1.12,5892
"KOI-201.01",0.82,4.225384512,"transit",1.07,1.05,5649
"Kepler-379 c",0.20869,62.784697,"transit",1.11,1.306,6054
"Kepler-379 b",0.15128,20.09838,"transit",1.11,1.306,6054
"Kepler-858 b",0.434,76.13602028,"transit",0.96,0.91,5653
"HAT-P-6 b",1.33,3.853003,"transit",1.29,1.46,6570
"Kepler-226 c",0.20687,5.349555,"transit",0.912,0.802,5571
"Kepler-226 b",0.14125,3.940997,"transit",0.912,0.802,5571
"Kepler-226 d",0.11118,8.109044,"transit",0.912,0.802,5571
"Kepler-1618 b",0.112,6.10826019,"transit",1.41,1.65,6620
"Kepler-1132 b",0.21,62.8916228,"transit",0.87,0.83,5298
"Kepler-400 b",0.15036,9.024389,"transit",1.03,1.145,5886
"Kepler-400 c",0.13578,17.340824,"transit",1.03,1.145,5886
"Kepler-113 c",0.198664,8.92507,"transit",0.75,0.69,4725
"Kepler-113 b",0.165857,4.754,"transit",0.75,0.69,4725
"Kepler-454 b",0.2114,10.57375339,"transit",1.028,1.066,5687
"KOI-285 b",0.326,13.748933,"transit",1.209,1.719,5883
"KOI-285 c",0.219,26.72311,"transit",1.209,1.719,5883
"KOI-285 d",0.1844,49.3568,"transit",1.209,1.719,5883
"HAT-P-27 b",1.02,3.039577,"transit",0.92,0.87,5300
"Kepler-405 c",0.42467,29.726682,"transit",1.02,0.893,5818
"Kepler-405 b",0.18955,10.613839,"transit",1.02,0.893,5818
"Kepler-1068 b",0.324,16.92344113,"transit",1.01,1.01,5806
"Kepler-29 b",0.328069,10.33,"transit",1,0.96,5750
"Kepler-29 c",0.26427,13.2907,"transit",1,0.96,5750
"KOI-372 b",0.882,125.63243,"transit",1.014,1.122,5820
"WASP-100 b",1.69,2.849375,"transit",1.57,2,6900
"Kepler-21 b",0.1456,2.785755,"transit",1.34,1.86,6131
"HAT-P-52 b",1.009,2.7535953,"transit",0.887,0.893,5131
"Kepler-1573 b",0.107,2.6157554,"transit",1.01,1,5808
"Kepler-1009 b",0.194,11.35011917,"transit",0.59,0.57,4027
"Kepler-986 b",0.211,56.4349938,"transit",0.96,0.98,5642
"Kepler-1435 b",0.077,4.45343281,"transit",1.21,1.32,6356
"Kepler-1283 b",0.17,12.9460978,"transit",1.16,1.25,6175
"Kepler-1211 b",0.227,11.01816836,"transit",0.96,0.94,5705
"Kepler-1113 b",0.251,42.3004954,"transit",1.12,1.17,5931
"Kepler-1644 b",0.168,21.0907758,"transit",0.89,0.86,5499
"Kepler-802 b",0.316,40.0587473,"transit",0.93,0.9,5507
"Kepler-1246 b",0.121,11.32271513,"transit",0.73,0.69,4611
"Kepler-476 b",0.275,14.00640607,"transit",1.03,1.09,5837
"Kepler-1354 b",0.265,76.613377,"transit",1.16,1.24,6168
"HAT-P-42 b",1.277,4.641876,"transit",1.179,1.528,5743
"Kepler-1590 b",0.102,7.61760804,"transit",1.11,1.16,6053
"Kepler-1268 b",0.181,40.9903986,"transit",1.06,1.09,5904
"Kepler-667 b",0.422,41.43962808,"transit",0.91,0.87,5327
"Kepler-1419 b",0.255,42.5215895,"transit",1.01,1.01,5796
"CoRoT-16 b",1.17,5.35227,"transit",1.098,1.19,5650
"Kepler-252 c",0.19593,10.848463,"transit",0.61,0.549,4208
"Kepler-252 b",0.11209,6.668391,"transit",0.61,0.549,4208
"Kepler-1152 b",0.078,1.64680191,"transit",0.55,0.53,3964
"Kepler-851 b",0.15,8.50699658,"transit",0.89,0.85,5455
"Kepler-908 b",0.109,1.34059747,"transit",1.11,1.12,5973
"Kepler-608 b",0.325,6.41251504,"transit",1,1.01,5820
"Kepler-768 b",0.16,11.3910025,"transit",0.82,0.78,5108
"Kepler-950 b",0.801,98.7180406,"transit",1.02,1.02,5857
"Kepler-1611 b",0.072,5.1762429,"transit",0.94,0.93,5605
"Kepler-909 b",0.131,13.93290318,"transit",1.17,1.23,6154
"WASP-50 b",1.15,1.955096,"transit",0.89,0.84,5400
"WASP-102 b",1.259,2.709813,"transit",1.167,1.331,5940
"Kepler-1207 b",0.145,13.68237119,"transit",1.06,1.06,5909
"Kepler-331 b",0.16586,8.457496,"transit",0.653,0.492,4347
