"name","Radius","Period","Discovery_method","star_mass","star_radius","star_temperature"
"Kepler-1464 c",0.089,5.32786292,"transit",1.02,1.01,5828
"Kepler-1331 b",0.094,0.78916165,"transit",0.72,0.69,4508
"Kepler-1432 b",0.198,23.9109011,"transit",1.09,1.13,6031
"Kepler-623 b",0.269,9.07097734,"transit",0.9,0.86,5443
"Kepler-1602 b",0.12,11.17931605,"transit",1.22,1.36,6296
"EPIC 201577035 b",0.3426,19.3044,"transit",0.92,0.98,5620
"EPIC 211916756 b",0.33,10.135091,"Others",0.43,0.44,3410
"KOI-314 b",0.109083,13.7813,"transit",0.521,0.442,3841
"KOI-314 c",0.11045,23.0881,"transit",0.521,0.442,3841
"Kepler-138 b",0.04757,10.3126,"transit",0.521,0.442,3841
"Kepler-1579 b",0.075,0.84990789,"transit",0.75,0.7,4584
"Kepler-394 b",0.14581,8.005013,"transit",1.17,1.132,6402
"Kepler-394 c",0.15128,12.130686,"transit",1.17,1.132,6402
"Kepler-495 b",0.467,3.41303622,"transit",0.86,0.83,5346
"Kepler-879 b",0.229,33.3855938,"transit",1.02,1.02,5792
"Kepler-1144 b",0.178,17.14647302,"transit",0.98,0.96,5753
"Kepler-996 b",0.177,3.77059058,"transit",1.09,1.14,6014
"Kepler-763 b",0.109,1.19655156,"transit",0.84,0.8,5166
"Kepler-1241 b",0.235,18.5525701,"transit",0.84,0.8,5261
"Kepler-422 b",1.15,7.8914483,"transit",1.15,1.24,5972
"HD 97658 b",0.213245,9.4903,"transit",0.77,0.741,5119
"WASP-88 b",1.7,4.954,"transit",1.45,2.08,6431
"Kepler-1328 b",0.087,4.52158888,"transit",1,0.99,5780
"EPIC 211391664 b",0.38,10.13675,"transit",1.074,1.311,6120
"Kepler-506 b",0.244,6.8834055,"transit",1.19,1.19,6236
"Kepler-1588 b",0.068,7.84931739,"transit",0.96,0.99,5817
"Kepler-1086 b",0.218,18.78425728,"transit",0.7,0.66,4350
"Kepler-1086 c",0.262,161.5163345,"transit",0.7,0.66,4350
"KELT-18 b",1.57,2.8717518,"Others",1.524,1.908,6670
"Kepler-789 b",0.189,8.63847725,"transit",1.01,1.02,5870
"EPIC 201295312 b",0.2453,5.65639,"transit",1.13,1.52,5830
"Kepler-873 b",0.335,20.5533844,"transit",1.18,1.27,6163
"Kepler-1389 b",0.158,99.2530951,"transit",0.81,0.74,5078
"Kepler-501 b",0.384,5.64067757,"transit",1.03,1.04,5904
"Kepler-516 b",0.512,24.85462415,"transit",1.62,2.02,7099
"KELT-6 b",1.18,7.845582,"transit",1.126,1.529,6272
"HAT-P-16 b",1.19,2.7759712,"transit",1.216,1.158,6140
"XO-2N b",0.973,2.61585922,"transit",0.97,1.01,5332
"Kepler-730 b",0.822,6.49168426,"transit",1,1.01,5726
"EPIC 210490365 b",0.306,3.484552,"transit",0.294,0.295,3180
"Kepler-696 b",0.548,4.19042557,"transit",1.06,1.08,5903
"Kepler-842 b",0.143,1.21956827,"transit",0.78,0.73,4848
"Kepler-567 b",0.201,16.54297375,"transit",0.84,0.79,5148
"OGLE-TR-111 b",1.077,4.01451,"transit",0.82,0.831,5070
"EPIC 201629650 b",0.174,39.91488,"transit",0.8,0.78,5698
"Kepler-1358 b",0.1,7.06317341,"transit",0.82,0.79,5181
"Kepler-1259 b",0.128,0.66308526,"transit",0.8,0.77,5053
"Kepler-1445 b",0.086,10.60052251,"transit",1.13,1.26,6150
"Kepler-300 c",0.20504,40.714955,"transit",1.035,0.9,5986
"Kepler-300 b",0.15219,10.446347,"transit",1.035,0.9,5986
"Kepler-1046 b",0.153,14.37508035,"transit",1.04,1.04,5913
"Kepler-586 b",0.249,2.10472218,"transit",0.94,0.92,5575
"Kepler-319 c",0.23967,6.941357,"transit",0.96,0.903,5526
"Kepler-319 d",0.20869,31.781925,"transit",0.96,0.903,5526
"Kepler-319 b",0.14854,4.362705,"transit",0.96,0.903,5526
"Kepler-1598 b",0.085,4.34195123,"transit",1.07,1.09,5940
"Kepler-1305 b",0.168,13.5630972,"transit",0.97,0.96,5701
"Kepler-387 b",0.09386,6.791636,"transit",1.13,1.046,5774
"Kepler-387 c",0.08111,11.837549,"transit",1.13,1.046,5774
"HAT-P-65 b",1.89,2.6054552,"Others",1.212,1.86,5835
"Kepler-1509 b",0.165,25.4338197,"transit",1,0.99,5780
"Kepler-980 b",0.238,11.55102504,"transit",1.05,1.06,5935
"Kepler-46 b",0.65705,33.601528,"transit",0.82,0.79,5309
"Kepler-46 d",0.14945,6.766589,"transit",0.82,0.79,5309
"Kepler-1426 b",0.139,14.2563227,"transit",1.02,1.02,5831
"Kepler-1159 b",0.211,22.70816791,"transit",1.19,1.28,6217
"Kepler-136 b",0.18682,11.5789,"transit",1.204,1.355,6165
"Kepler-136 c",0.18135,16.399235,"transit",1.204,1.355,6165
"Kepler-1260 b",0.158,19.1187753,"transit",1.06,1.08,5961
"Kepler-1257 b",0.136,2.66831376,"transit",0.9,0.87,5502
"Kepler-134 b",0.18226,5.317429,"transit",1.01,1.176,5983
"Kepler-134 c",0.11482,10.105785,"transit",1.01,1.176,5983
"Kepler-767 b",0.592,161.5280101,"transit",0.96,0.94,5694
"Kepler-217 b",0.20322,5.374943,"transit",1.383,1.799,6171
"Kepler-217 c",0.16859,8.586004,"transit",1.383,1.799,6171
"Kepler-217 d",0.118,3.88689525,"transit",1.383,1.799,6171
"Kepler-712 b",0.304,21.02247699,"transit",0.84,0.78,5148
"Kepler-712 c",0.433,226.89047,"transit",0.84,0.78,5148
"Kepler-503 b",0.559,7.25844721,"transit",1.01,1.01,5754
"Kepler-1023 b",0.235,62.1387714,"transit",0.93,0.89,5494
"Kepler-1296 b",0.081,8.3839865,"transit",0.87,0.83,5359
"Kepler-1021 b",0.208,13.47469571,"transit",0.89,0.86,5431
"Kepler-848 b",0.152,6.91134416,"transit",1.01,1.2,5695
"Kepler-143 c",0.30711,27.082511,"transit",1.008,1.359,5848
"Kepler-143 b",0.21962,16.007583,"transit",1.008,1.359,5848
"Kepler-1081 b",0.09,3.85691855,"transit",0.88,0.84,5345
"Kepler-647 b",0.104,16.2254649,"transit",1.03,1.07,6020
"Kepler-796 b",0.116,6.40087618,"transit",0.93,1.09,5475
"Kepler-1549 b",0.229,214.886545,"transit",0.88,0.84,5324
"WASP-1 b",1.483,2.5199464,"transit",1.24,1.47,6160
"Kepler-1126 b",0.154,108.593329,"transit",0.92,0.93,5798
"WASP-76 b",1.83,1.809886,"transit",1.46,1.73,6250
"HAT-P-26 b",0.565,4.234516,"transit",0.816,0.788,5079
"Kepler-1395 b",0.071,3.78470649,"transit",1.17,1.23,6138
"Kepler-243 b",0.22327,5.715442,"transit",0.789,0.842,5228
"Kepler-243 c",0.18135,20.026218,"transit",0.789,0.842,5228
"Kepler-962 b",0.176,12.05707239,"transit",0.93,0.86,5478
"Kepler-286 b",0.113,1.796302,"transit",1.03,0.863,5580
"Kepler-286 c",0.12485,3.468095,"transit",1.03,0.863,5580
"Kepler-286 d",0.1212,5.914323,"transit",1.03,0.863,5580
"Kepler-286 e",0.1613,29.221289,"transit",1.03,0.863,5580
"Kepler-1412 b",0.074,3.6146051,"transit",1.06,1.27,5880
"Kepler-1398 b",0.08,2.78815679,"transit",1.13,1.18,6126
"Kepler-1398 c",0.092,4.13827595,"transit",1.13,1.18,6126
"Kepler-446 b",0.136695,1.565409,"transit",0.22,0.24,3359
"Kepler-446 c",0.101155,3.036179,"transit",0.22,0.24,3359
"Kepler-446 d",0.123026,5.148921,"transit",0.22,0.24,3359
"Kepler-1494 b",0.274,91.080482,"transit",0.96,0.94,5659
"Kepler-321 c",0.21142,13.093921,"transit",0.898,1.194,5740
"Kepler-321 b",0.1613,4.915379,"transit",0.898,1.194,5740
"Kepler-119 b",0.32807,2.422082,"transit",0.918,0.839,5595
"Kepler-119 c",0.08384,4.125103,"transit",0.918,0.839,5595
"Kepler-801 b",0.178,11.41928253,"transit",0.67,0.63,4435
"Kepler-1045 b",0.24,26.41045478,"transit",0.86,0.82,5301
"Kepler-1423 b",0.095,23.955378,"transit",0.79,0.75,4939
"Kepler-1501 b",0.139,14.5564533,"transit",1.2,1.3,6229
"Kepler-676 b",0.271,11.59822172,"transit",0.51,0.49,3701
"Kepler-1416 b",0.079,1.49514952,"transit",1.09,1.15,6019
"Kepler-487 b",1.019,15.3587684,"transit",0.91,0.88,5444
"Kepler-487 c",0.239,38.6519976,"transit",0.91,0.88,5444
"Kepler-251 c",0.25243,16.514043,"transit",0.96,0.89,5526
"Kepler-251 d",0.25243,30.133001,"transit",0.96,0.89,5526
"Kepler-251 b",0.1212,4.790936,"transit",0.96,0.89,5526
"Kepler-251 e",0.25243,99.640161,"transit",0.96,0.89,5526
"Kepler-485 b",1.286,3.2432598,"transit",1.07,1.09,5958
"Kepler-735 b",0.263,11.51516988,"transit",0.85,0.8,5107
"Kepler-999 b",0.209,5.99185702,"transit",1.29,1.65,6237
"Kepler-592 b",0.213,2.82019241,"transit",1.04,1.04,5913
"Kepler-1088 b",0.127,23.12748644,"transit",1.08,1.08,5975
"WASP-3 b",1.454,1.8468372,"transit",1.24,1.31,6400
"Kepler-1209 b",0.135,25.369116,"transit",1.23,1.38,6210
"Kepler-1504 b",0.19,82.304003,"transit",0.85,0.81,5393
"Kepler-744 b",0.145,12.06222443,"transit",0.94,0.93,5594
"Kepler-593 b",0.256,21.21708973,"transit",1.08,1.1,5967
"HAT-P-24 b",1.242,3.35524,"transit",1.191,1.317,6329
"Kepler-107 e",0.3144,14.749049,"transit",1.183,1.411,5851
"Kepler-107 c",0.16495,4.901425,"transit",1.183,1.411,5851
"Kepler-107 b",0.14216,3.179997,"transit",1.183,1.411,5851
"Kepler-107 d",0.09751,7.958203,"transit",1.183,1.411,5851
"Kepler-666 b",0.214,4.49876092,"transit",1.03,1.05,5887
"Kepler-377 c",0.18773,27.014976,"transit",1.104,1.224,5949
"Kepler-377 b",0.12667,12.509529,"transit",1.104,1.224,5949
"Kepler-303 b",0.08111,1.937055,"transit",0.575,0.485,3944
"Kepler-303 c",0.10389,7.061149,"transit",0.575,0.485,3944
"Kepler-925 b",0.209,33.8678531,"transit",0.77,0.72,4673
"Kepler-1022 b",0.211,10.99469878,"transit",0.71,0.68,4445
"Kepler-1038 b",0.315,148.4603382,"transit",0.87,0.83,5335
"Kepler-336 d",0.21598,20.678772,"transit",1.057,1.304,5867
"Kepler-336 c",0.19137,9.600001,"transit",1.057,1.304,5867
"Kepler-336 b",0.09295,2.024823,"transit",1.057,1.304,5867
"Kepler-144 b",0.1212,5.885273,"transit",1.154,1.235,6075
"Kepler-144 c",0.12303,10.104665,"transit",1.154,1.235,6075
"Kepler-1006 b",0.137,19.76172042,"transit",0.78,0.74,5328
"Kepler-1087 b",0.054,0.69384285,"transit",0.96,0.94,5589
"CoRoT-7 b",0.15,0.853585,"transit",0.93,0.87,5313
"2M 2206-20 b",1.3,8686,"imaging",0.13,0.11,2350
"Kepler-181 c",0.18135,4.302149,"transit",0.853,0.749,5333
"Kepler-181 b",0.11574,3.137873,"transit",0.853,0.749,5333
"Kepler-562 b",0.465,18.00931444,"transit",0.93,0.9,5575
"Kepler-727 b",0.226,5.15448442,"transit",0.89,0.86,5441
"WASP-123 b",1.327,2.977641,"transit",1.207,1.296,5740
"Kepler-877 b",0.189,18.45847097,"transit",0.85,0.81,5261
"HAT-P-13 b",1.28,2.916243,"transit",1.22,1.56,5638
"Kepler-639 b",0.212,10.21420496,"transit",1.14,1.29,5896
"EPIC 211822797 b",0.2,21.169619,"Others",0.61,0.59,3880
"Kepler-987 b",0.291,105.3033148,"transit",0.97,0.91,5637
"Kepler-1058 b",0.243,110.96546,"transit",0.73,0.69,4644
"Kepler-326 c",0.12758,4.580358,"transit",0.914,0.801,5105
"Kepler-326 b",0.13852,2.248329,"transit",0.914,0.801,5105
"Kepler-326 d",0.11027,6.766888,"transit",0.914,0.801,5105
"HATS-34 b",1.43,2.1061607,"transit",0.955,0.98,5380
"Kepler-783 b",0.07,4.29264638,"transit",0.93,0.89,5521
"Kepler-168 c",0.24514,13.193242,"transit",1.12,1.107,6282
"Kepler-168 b",0.13305,4.425391,"transit",1.12,1.107,6282
"Kepler-1492 b",0.133,16.75255007,"transit",0.77,0.72,4712
"Kepler-971 b",0.19,9.59070716,"transit",0.88,0.85,5431
"KIC 5951458 b",0.589,1320.1,"transit",0.98,1.52,6258
"Kepler-967 b",0.21,13.22713379,"transit",0.84,0.8,5178
"Kepler-967 c",0.326,198.7112502,"transit",0.84,0.8,5178
"Kepler-124 c",0.15948,13.821375,"transit",0.841,0.636,4984
"Kepler-124 d",0.10115,30.950851,"transit",0.841,0.636,4984
"Kepler-124 b",0.06653,3.410493,"transit",0.841,0.636,4984
"Kepler-902 b",0.227,40.1099547,"transit",0.95,0.93,5647
"Kepler-6 b",1.3,3.234723,"transit",1.05,1.29,5640
"KOI-341 b",0.153,4.7,"transit",0.892,0.946,5523
"KOI-341 c",0.268,7.171,"transit",0.892,0.946,5523
"KELT-3 b",1.358,2.70339,"transit",1.282,1.482,6304
"Kepler-1135 b",0.165,76.957857,"transit",0.96,0.94,5656
"Kepler-576 b",0.292,29.91136794,"transit",0.99,0.97,5672
"Kepler-263 b",0.24332,16.568087,"transit",0.801,0.785,5265
"Kepler-263 c",0.22509,47.332773,"transit",0.801,0.785,5265
"HATS-35 b",1.464,1.8209933,"transit",1.317,1.433,6300
"Kepler-475 b",0.222,3.10550819,"transit",0.86,0.79,5009
"Kepler-1567 b",0.244,153.979578,"transit",0.95,0.93,5655
"Kepler-385 c",0.27704,15.163161,"transit",1.1,1.126,6326
"Kepler-385 b",0.24879,10.043686,"transit",1.1,1.126,6326
"Kepler-841 b",0.467,124.4198398,"transit",0.85,0.81,5324
"K2-33 b",0.451,5.42513,"transit",0.54,1.06,3540
"Kepler-1330 b",0.147,10.10769068,"transit",0.97,0.94,5608
"Kepler-62 b",0.1193806,5.714932,"transit",0.69,0.63,4925
"Kepler-62 c",0.049210359,12.4417,"transit",0.69,0.63,4925
"Kepler-62 d",0.177704,18.16406,"transit",0.69,0.63,4925
"Kepler-62 e",0.14671977,122.3874,"transit",0.69,0.63,4925
"Kepler-62 f",0.12849371,267.291,"transit",0.69,0.63,4925
"Kepler-1505 b",0.083,30.8609366,"transit",0.93,0.86,5686
"Kepler-681 b",0.275,26.39435646,"transit",0.8,0.76,5021
"Kepler-1411 b",0.252,86.1150888,"transit",0.95,0.92,5664
"Kepler-732 b",0.194,9.46781405,"transit",0.49,0.46,3631
"Kepler-732 c",0.113,0.89304124,"transit",0.49,0.46,3631
"Kepler-1351 b",0.058,0.91614077,"transit",0.7,0.67,4439
"Kepler-1052 b",0.261,34.8538276,"transit",1.03,1.03,5888
"Kepler-689 b",0.258,22.36656079,"transit",0.91,0.88,5518
"KELT-17 b",1.525,3.0801716,"transit",1.635,1.645,7454
"Kepler-710 b",0.168,4.34728553,"transit",0.94,0.91,5611
"Kepler-410 A b",0.258628,17.833648,"transit",1.214,1.352,6273
"Kepler-1236 b",0.191,31.0571618,"transit",0.86,0.82,5337
"Kepler-1063 b",0.133,14.07971466,"transit",1.09,1.14,5945
"Kepler-1218 b",0.128,22.9221266,"transit",1.06,1.1,5986
"Kepler-1335 b",0.129,6.26406846,"transit",0.77,0.74,4903
"Kepler-618 b",0.232,3.59576964,"transit",1.05,1.08,5860
"Kepler-668 b",0.241,8.35390639,"transit",0.87,0.82,5352
"KOI-192 b",1.23,10.290994,"transit",0.96,1.35,5800
"Kepler-1198 b",0.131,7.6847716,"transit",0.93,0.9,5517
"Kepler-1456 b",0.102,18.1373829,"transit",0.64,0.62,4231
"Kepler-1202 b",0.262,28.6851324,"transit",1.03,1.04,5834
"Kepler-1322 b",0.144,0.96286738,"transit",0.9,0.87,5488
"Kepler-350 c",0.28524,17.848568,"transit",1.13,1.534,6186
"Kepler-350 d",0.25243,26.13591,"transit",1.13,1.534,6186
"Kepler-350 b",0.16859,11.189562,"transit",1.13,1.534,6186
"Kepler-1171 b",0.228,1.44259224,"transit",1.58,1.95,7044
"Kepler-1495 b",0.262,85.273256,"transit",1.03,1.04,5831
"Kepler-1225 b",0.162,7.01075434,"transit",1.13,1.19,6140
"Kepler-1074 b",0.112,5.94566534,"transit",0.6,0.57,4002
"Kepler-1547 b",0.08,0.69297968,"transit",1.12,1.18,6078
"Kepler-1029 b",0.112,4.41769648,"transit",0.82,0.77,5030
"HAT-P-39 b",1.571,3.54387,"transit",1.404,1.625,6430
"Kepler-905 b",0.126,5.08274652,"transit",0.95,0.86,5461
"Kepler-316 c",0.10571,6.827766,"transit",0.587,0.52,4204
"Kepler-316 b",0.0966,2.240508,"transit",0.587,0.52,4204
"EPIC 220674823 b",0.13,0.571308,"Others",0.93,0.83,5814
"EPIC 220674823 c",0.226,13.341245,"Others",0.93,0.83,5814
"Kepler-108 b",0.78828,49.183921,"transit",0.89,2.192,5854
"Kepler-108 c",0.74545,190.323494,"transit",0.89,2.192,5854
"Kepler-1054 b",0.235,4.30655689,"transit",1.22,1.34,6209
"KOI-1474 b",0.964,69.7546,"transit",1.39,1.75,6370
"Kepler-878 b",0.172,25.9422033,"transit",0.81,0.77,5044
"Kepler-800 b",0.254,14.13176026,"transit",0.85,0.82,5315
"Kepler-1565 b",0.106,1.53818844,"transit",0.76,0.73,4940
"Kepler-1563 b",0.067,3.43276598,"transit",1,0.99,5765
"KOI-1781 b",0.168,3.00516,"transit",0.83,0.79,4974
"KOI-1781.01",0.289,7.83445,"transit",0.83,0.79,4974
"KOI-1781.03",0.233,58.02125,"transit",0.83,0.79,4974
"CoRoT-23 b",1.05,3.6314,"transit",1.14,1.61,5900
"Kepler-1162 b",0.197,32.5637069,"transit",0.89,0.84,5390
"Kepler-594 b",0.194,13.64618192,"transit",0.91,0.87,5485
"Kepler-685 b",0.944,1.6255222,"transit",1.11,1.16,5963
"Kepler-620 b",0.296,12.91375431,"transit",1.15,1.22,6155
"Kepler-160 c",0.32898,13.699087,"transit",0.993,0.884,5857
"Kepler-160 b",0.14034,4.309427,"transit",0.993,0.884,5857
"Kepler-1530 b",0.146,2.5904434,"transit",0.92,0.88,5477
"Kepler-1530 c",0.147,5.3227406,"transit",0.92,0.88,5477
"Kepler-780 b",0.079,0.67737516,"transit",1.01,1.02,5769
"Kepler-776 b",0.114,4.89718784,"transit",0.83,0.78,5071
"Kepler-1156 b",0.118,11.89520511,"transit",1,1,5778
"Kepler-1408 b",0.079,2.99793191,"transit",1.21,1.35,6170
"Kepler-1057 b",0.3,14.08827448,"transit",1.07,1.1,5987
"WASP-6 b",1.224,3.361006,"transit",0.888,0.87,5450
"Kepler-265 c",0.23967,17.028937,"transit",1.15,1.103,5835
"Kepler-265 b",0.1695,6.846262,"transit",1.15,1.103,5835
"Kepler-265 e",0.23603,67.831024,"transit",1.15,1.103,5835
"Kepler-265 d",0.22691,43.130617,"transit",1.15,1.103,5835
"Kepler-581 b",0.235,40.6069821,"transit",1,1,5772
"Kepler-1518 b",0.272,5.11177904,"transit",1.54,1.88,6846
"Kepler-464 b",0.294,7.25696522,"transit",1.21,1.59,5933
"Kepler-186 c",0.097509,7.267301,"transit",0.478,0.472,3788
"Kepler-186 d",0.127582,13.342996,"transit",0.478,0.472,3788
"Kepler-186 b",0.097509,3.8867907,"transit",0.478,0.472,3788
"Kepler-186 e",0.115735,22.407704,"transit",0.478,0.472,3788
"KIC 3558849 b",0.616,1322.3,"transit",0.98,1.005,6175
"KOI-4307.01",0.2097,160.850816,"transit",0.98,1.005,6175
"Kepler-673 b",0.583,3.72873109,"transit",0.88,0.84,5355
"Kepler-757 b",0.121,1.02267882,"transit",1.08,1.13,6014
"Kepler-1481 b",0.11,5.94220998,"transit",0.8,0.75,4908
"Kepler-1017 b",0.178,7.23400469,"transit",0.93,0.87,5473
"Kepler-183 c",0.20687,11.637071,"transit",0.99,0.958,5888
"Kepler-183 b",0.18773,5.687945,"transit",0.99,0.958,5888
"Kepler-469 b",1.597,33.80367628,"transit",1.14,1.53,5892
"Kepler-246 b",0.21324,4.60182,"transit",0.759,0.831,5206
"Kepler-246 c",0.1367,11.187161,"transit",0.759,0.831,5206
"Kepler-921 b",0.256,51.300634,"transit",0.93,0.91,5663
"Kepler-1571 b",0.136,3.38555488,"transit",1.23,1.39,6297
"WASP-19 b",1.386,0.78884,"transit",0.97,0.99,5500
"Kepler-717 b",0.216,4.40840023,"transit",0.88,0.85,5485
"Kepler-159 b",0.21689,10.139623,"transit",0.628,0.663,4625
"Kepler-159 c",0.31075,43.595792,"transit",0.628,0.663,4625
"Kepler-1102 b",0.237,51.3285623,"transit",0.96,0.94,5724
"Kepler-870 b",0.248,21.3587621,"transit",1.01,1.02,5857
"Kepler-1240 b",0.103,4.8663815,"transit",0.98,0.96,5682
"Kepler-587 b",0.199,10.94027841,"transit",0.92,0.89,5549
"Kepler-1596 b",0.17,66.373379,"transit",0.95,0.92,5706
"Kepler-75 b",1.05,8.8849116,"transit",0.91,0.89,5200
"Kepler-974 b",0.14,4.19449651,"transit",0.52,0.5,3687
"CoRoT-28 b",0.955,5.20851,"transit",1.01,1.78,5150
"Kepler-517 b",0.238,60.92832271,"transit",0.95,0.98,5690
"Kepler-310 c",0.30802,56.47542,"transit",0.97,0.876,5797
"Kepler-310 d",0.22509,92.876125,"transit",0.97,0.876,5797
"Kepler-310 b",0.10845,13.930698,"transit",0.97,0.876,5797
"K2-26 b",0.2382,14.5665,"transit",0.56,0.52,3785
"Kepler-279 c",0.48664,35.740844,"transit",1.31,1.746,6363
"Kepler-279 b",0.32989,12.309681,"transit",1.31,1.746,6363
"Kepler-279 d",0.45201,54.399606,"transit",1.31,1.746,6363
"HAT-P-9 b",1.4,3.922814,"transit",1.28,1.32,6350
"Kepler-1066 b",0.211,1.93155984,"transit",0.98,0.98,5762
"WASP-83 b",1.04,4.971252,"transit",1.11,1.05,5480
"Kepler-1424 b",0.103,29.6091744,"transit",1.02,1.07,5838
"HATS-22 b",0.953,4.7228124,"transit",0.759,0.689,4803
"Kepler-1136 b",0.146,2.36172433,"transit",0.72,0.68,4512
"Kepler-205 b",0.13761,2.75564,"transit",0.592,0.546,4321
"Kepler-205 c",0.14945,20.306546,"transit",0.592,0.546,4321
"Kepler-1405 b",0.353,28.2274184,"transit",1.05,1.07,5925
"Kepler-1188 b",0.186,17.1369543,"transit",1.04,1.06,5913
"Kepler-1379 b",0.116,0.88184115,"transit",0.83,0.79,5188
"Kepler-1108 b",0.13,4.51005748,"transit",0.88,0.84,5406
"HAT-P-17 b",1.01,10.338523,"transit",0.857,0.837,5246
"HATS-24 b",1.487,1.3484954,"transit",1.212,1.172,6346
"WASP-101 b",1.41,3.585722,"transit",1.34,1.29,6400
"Kepler-147 c",0.22145,33.416423,"transit",0.98,1.468,6012
"Kepler-147 b",0.13943,12.610584,"transit",0.98,1.468,6012
"Kepler-313 b",0.23056,14.970418,"transit",0.96,1.536,5727
"Kepler-313 c",0.2342,32.273273,"transit",0.96,1.536,5727
"Kepler-849 b",0.637,394.6244904,"transit",1.23,1.64,6059
"Kepler-11 b",0.164035,10.3039,"transit",0.961,1.053,5663
"Kepler-11 c",0.261544,13.0241,"transit",0.961,1.053,5663
"Kepler-11 d",0.283415,22.6845,"transit",0.961,1.053,5663
"Kepler-11 e",0.380925,31.9996,"transit",0.961,1.053,5663
"Kepler-11 f",0.226003,46.6888,"transit",0.961,1.053,5663
"Kepler-11 g",0.303464,118.3807,"transit",0.961,1.053,5663
"Kepler-200 b",0.19411,8.594805,"transit",1.042,0.944,5678
"Kepler-200 c",0.1449,10.222157,"transit",1.042,0.944,5678
"Kepler-444 b",0.036726,3.6001053,"transit",0.758,0.752,5046
"Kepler-444 c",0.045292,4.5458841,"transit",0.758,0.752,5046
"Kepler-444 d",0.048299,6.189392,"transit",0.758,0.752,5046
"Kepler-444 e",0.049757,7.743493,"transit",0.758,0.752,5046
"Kepler-444 f",0.067528,9.740486,"transit",0.758,0.752,5046
"Kepler-285 b",0.12211,2.633867,"transit",0.865,0.808,5411
"Kepler-285 c",0.10207,6.186676,"transit",0.865,0.808,5411
"Kepler-1522 b",0.154,1.84788917,"transit",0.96,0.93,5706
"Kepler-575 b",0.213,9.37891944,"transit",0.97,0.95,5710
"Kepler-48 b",0.195019,4.7779803,"transit",0.89,0.89,5190
"Kepler-48 c",0.286149,9.6739283,"transit",0.89,0.89,5190
"Kepler-48 d",0.185906,42.8961,"transit",0.89,0.89,5190
"Kepler-537 b",0.126,3.24755522,"transit",1.07,0.99,5763
"Kepler-1175 b",0.267,37.94563,"transit",0.9,0.86,5453
"WASP-95 b",1.21,2.184673,"transit",1.11,1.13,5630
"Kepler-936 b",0.129,10.56134221,"transit",0.92,0.89,5482
"HAT-P-53 b",1.318,1.9616241,"transit",1.093,1.209,5956
"Kepler-1533 b",0.309,308.5471,"transit",1.31,1.51,6431
"Kepler-596 b",0.309,21.30022655,"transit",1.21,1.32,6267
"Kepler-1332 b",0.122,11.87456832,"transit",0.95,0.9,5581
"EPIC 201208431 b",0.218,10.00329,"transit",0.63,0.6,4197
"Kepler-1578 b",0.093,1.45088691,"transit",0.9,0.86,5545
"Kepler-218 c",0.28615,44.699576,"transit",1.019,1.063,5502
"Kepler-218 b",0.13487,3.619337,"transit",1.019,1.063,5502
"Kepler-218 d",0.237,124.5244647,"transit",1.019,1.063,5502
"Kepler-1277 b",0.143,40.8365012,"transit",0.94,0.92,5578
"Kepler-1562 b",0.317,64.2737752,"transit",1.02,1.05,5760
"Kepler-1487 b",0.19,7.31946363,"transit",1.38,1.63,6541
"Kepler-1594 b",0.095,2.71603809,"transit",1.06,1.08,5946
"Kepler-1251 b",0.164,45.0904643,"transit",0.92,0.89,5545
"Kepler-1440 b",0.112,39.859484,"transit",0.98,0.96,5698
"Kepler-1582 b",0.133,4.83817712,"transit",0.28,0.3,3208
"Kepler-601 b",0.17,5.37886844,"transit",0.85,0.79,5160
"EPIC 206318379 b",0.212,2.26041,"transit",0.264,0.293,3214
"Kepler-1371 b",0.065,3.4462039,"transit",0.87,0.83,5361
"Kepler-1371 c",0.057,2.00541269,"transit",0.87,0.83,5361
"Kepler-204 b",0.23056,14.400974,"transit",1.05,1.238,5812
"Kepler-204 c",0.16312,25.660593,"transit",1.05,1.238,5812
"Kepler-837 b",0.228,16.56059504,"transit",0.85,0.81,5403
"Kepler-617 b",0.118,1.68269615,"transit",0.51,0.48,3712
"Kepler-1621 b",0.193,92.263714,"transit",1.15,1.24,6158
"Kepler-1466 b",0.138,31.1750448,"transit",1.01,1.02,5884
"Kepler-830 b",0.152,11.29695137,"transit",1.07,1.11,6037
"Kepler-1539 b",0.241,133.3036741,"transit",0.84,0.8,5176
"Kepler-77 b",0.96,3.5787087,"transit",0.95,0.99,5520
"Kepler-941 b",0.275,17.42395198,"transit",0.89,0.86,5539
"Kepler-1318 b",0.277,213.257663,"transit",0.73,0.7,4598
"Kepler-642 b",0.259,4.41745855,"transit",1.4,1.66,6570
"Kepler-1541 b",0.103,8.40691199,"transit",0.86,0.81,5282
"Kepler-1290 b",0.127,4.69500134,"transit",0.95,0.93,5660
"Kepler-606 b",0.295,24.31575992,"transit",1.13,1.22,6161
"Kepler-63 b",0.556806,9.4341505,"transit",0.984,0.901,5576
"Kepler-534 b",0.2,15.95994513,"transit",1.05,0.98,5884
"PTFO 8-8695 b",1.91,0.448413,"transit",0.34,1.07,3470
"Kepler-1031 b",0.078,1.22621732,"transit",1.09,1.12,6011
"Kepler-1103 b",0.203,19.79191978,"transit",1.11,1.15,6092
"HATS-4 b",1.02,2.516729,"transit",1.001,0.925,5403
"Kepler-1117 b",0.099,4.79028459,"transit",0.95,0.93,5612
